SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,YearsOld
2119,3,2,Rural,1972,257560.4742,50
2661,3,2,Suburb,1975,273196.6207,47
2141,5,1,Urban,1999,235009.5775,23
1559,5,1,Urban,2018,166047.6906,4
2624,4,1,Rural,2004,258771.5962,18
1487,2,3,Rural,2016,96385.91828,6
2260,5,1,Urban,1969,246585.67,53
2908,5,1,Suburb,2005,304455.9919,17
1896,3,2,Rural,1964,171955.1048,58
2295,3,3,Suburb,2008,175119.2094,14
2212,2,2,Suburb,2006,273977.796,16
1703,5,1,Urban,1980,133660.821,42
2470,5,1,Suburb,2018,276587.1871,4
1580,2,2,Urban,1963,199265.5522,59
1789,5,3,Suburb,1971,133679.2662,51
1860,4,3,Rural,1996,187289.1844,26
1246,4,2,Urban,1991,195380.2522,31
2986,2,1,Urban,2020,290467.5266,2
2099,3,3,Urban,2010,125993.0727,12
1153,2,3,Urban,1954,164864.4865,68
2679,4,2,Rural,1973,271131.696,49
2458,5,3,Urban,1963,272401.7092,59
1996,5,1,Urban,1997,214623.9275,25
2109,3,2,Rural,1964,270288.2488,58
1696,3,3,Suburb,1977,263720.9017,45
2308,4,1,Rural,1982,343733.4613,40
2997,3,1,Suburb,1996,386973.6452,26
2243,2,2,Urban,2000,232462.4527,22
2092,4,2,Urban,2005,246644.1789,17
2070,5,1,Suburb,2015,136921.115,7
2008,5,1,Urban,2003,265746.5808,19
1093,5,3,Rural,1950,118967.6919,72
2773,3,3,Rural,1962,225775.6619,60
1957,4,3,Rural,2004,291978.295,18
2011,3,3,Suburb,1993,261283.9964,29
1452,2,3,Suburb,2003,240942.6385,19
2227,4,2,Suburb,2016,216203.9181,6
1911,3,3,Urban,1998,132355.8167,24
1217,5,3,Suburb,2019,228079.1135,3
1473,5,3,Rural,1958,148489.5122,64
1431,2,1,Suburb,1992,150462.6418,30
1340,2,3,Rural,2014,226047.2322,8
1550,2,2,Urban,2013,115706.6153,9
2635,5,1,Suburb,1988,270138.5971,34
2312,3,1,Rural,1986,200589.0288,36
2277,5,3,Rural,1975,258865.2603,47
2757,5,1,Suburb,1983,296494.3701,39
1356,5,3,Urban,1985,122490.162,37
1022,3,3,Suburb,1995,115202.9372,27
2785,5,3,Urban,2013,341637.3346,9
1521,2,2,Rural,1975,202351.3572,47
2781,2,1,Suburb,1959,303105.4891,63
2860,2,1,Suburb,1980,311183.9181,42
2123,2,1,Rural,2007,149038.0072,15
1801,5,1,Urban,1977,270736.4958,45
2203,5,1,Suburb,1984,263493.2456,38
2246,5,3,Suburb,2006,324176.9426,16
2929,2,3,Suburb,1969,337269.8823,53
1761,3,3,Urban,1985,249808.3089,37
2682,4,2,Rural,2012,240370.0119,10
1441,4,2,Rural,2019,316311.3312,3
2631,4,2,Rural,1993,301656.1735,29
1768,3,2,Urban,1962,245823.7901,60
2015,5,1,Urban,1982,260271.792,40
2348,4,2,Rural,1999,223081.9974,23
1515,4,1,Suburb,1994,133643.3552,28
2039,5,1,Urban,2004,235473.2569,18
1791,4,1,Rural,1999,152462.4993,23
1335,5,3,Rural,2001,255989.5046,21
2782,4,3,Suburb,1996,326470.3364,26
1257,5,1,Suburb,1992,218502.8588,30
1496,2,2,Urban,1959,202684.7731,63
1895,3,1,Urban,1997,159563.6275,25
1159,4,3,Rural,2017,167817.1467,5
2498,5,2,Urban,2004,328340.9622,18
1851,2,3,Suburb,1991,206542.456,31
2687,5,2,Urban,1980,254673.6548,42
2931,4,3,Urban,1979,301490.2158,43
1689,4,1,Urban,2019,211224.0441,3
2698,4,3,Urban,1956,345220.8055,66
1379,4,2,Suburb,1981,103848.3609,41
2568,4,3,Urban,1991,254537.2983,31
2952,2,2,Suburb,1975,352850.7854,47
1956,5,3,Urban,1961,173719.7958,61
1690,5,3,Rural,1963,197888.1079,59
2450,4,1,Urban,1990,265276.146,32
2636,5,2,Suburb,1992,338456.4114,30
2291,2,2,Suburb,1979,260643.2185,43
2858,4,1,Rural,1958,304034.3857,64
2600,3,3,Rural,1969,287191.8106,53
2440,2,2,Suburb,2017,270580.7139,5
2191,4,2,Suburb,1974,252500.319,48
2865,5,2,Urban,1952,371294.7232,70
2066,2,1,Suburb,1986,257401.5989,36
2579,4,1,Suburb,1977,284904.8023,45
1284,5,2,Rural,2009,211770.317,13
1396,5,3,Suburb,2009,286856.5217,13
1011,4,3,Rural,1969,175101.1149,53
2630,2,1,Urban,2018,261717.1541,4
2325,4,3,Rural,1957,192111.8457,65
2921,4,1,Urban,2021,287287.6099,1
2276,4,2,Rural,1981,255596.0405,41
1498,4,2,Rural,1973,288403.4882,49
1753,4,2,Urban,1974,185248.1657,48
1034,5,1,Suburb,1969,209782.439,53
1726,4,3,Rural,2002,215865.8501,20
1848,2,2,Suburb,1970,174158.9943,52
1089,3,3,Suburb,1978,80169.25806,44
1775,4,3,Suburb,2011,197440.8406,11
1604,2,1,Urban,2021,138311.8452,1
2945,3,1,Rural,1983,272553.041,39
1969,2,3,Rural,1996,150367.9726,26
2625,5,3,Suburb,1991,267944.9275,31
2021,5,2,Rural,1958,192499.1385,64
1417,3,2,Suburb,1985,154703.878,37
1114,3,2,Urban,1956,132670.1551,66
1616,3,3,Urban,2016,143155.4263,6
2926,5,1,Rural,1983,297645.455,39
2219,5,3,Suburb,2005,246920.2648,17
1825,2,2,Urban,1986,230264.155,36
2524,5,2,Rural,2019,328545.8605,3
2649,3,1,Suburb,2004,270556.7002,18
2516,4,3,Suburb,1985,275162.445,37
2098,4,2,Rural,1959,185514.4835,63
1412,3,1,Suburb,1990,149130.0897,32
2399,5,2,Rural,2000,214095.0543,22
2443,3,1,Rural,1954,290060.3012,68
1728,5,3,Urban,1986,149000.2886,36
2300,4,1,Urban,2006,267485.9013,16
2020,2,3,Rural,1978,190984.0085,44
1760,5,3,Suburb,2005,329138.6056,17
1675,2,2,Urban,1980,216085.7816,42
2417,4,3,Suburb,2001,298584.9525,21
2892,2,2,Rural,1962,295605.4559,60
1456,2,2,Rural,1978,220667.1374,44
1919,3,3,Suburb,2007,224202.0858,15
1191,2,1,Urban,1977,103169.8308,45
1738,4,3,Urban,1980,241772.0661,42
2712,5,3,Urban,1996,305954.6495,26
2122,2,1,Urban,2014,152222.3212,8
2571,5,2,Suburb,2009,239857.8712,13
1977,3,2,Urban,1979,284245.9416,43
2008,4,3,Suburb,2017,214463.7133,5
1095,4,1,Urban,2021,172054.1111,1
2687,5,1,Urban,2003,233840.6934,19
1662,4,1,Suburb,2013,240334.6245,9
2213,3,1,Suburb,1961,143838.1454,61
2759,5,3,Suburb,1961,231149.5345,61
1036,4,3,Rural,2005,57693.11513,17
2803,3,2,Suburb,1968,314396.5661,54
2392,3,1,Rural,1985,269266.9776,37
2718,2,3,Suburb,1963,246523.6998,59
2548,4,3,Suburb,1953,192436.586,69
1278,5,1,Suburb,1954,214298.2896,68
1216,2,1,Rural,1991,151148.942,31
1866,5,2,Rural,2009,241160.6364,13
1872,2,1,Rural,1986,211510.3411,36
2821,3,2,Suburb,1980,230251.8348,42
2296,2,2,Suburb,2006,228944.8623,16
2904,2,1,Rural,2001,272997.6016,21
1061,2,1,Rural,1992,71057.43729,30
1595,4,3,Suburb,2004,138738.9011,18
2903,2,1,Urban,1958,306800.5025,64
1728,3,1,Rural,2001,221433.4259,21
2365,5,2,Suburb,2002,260065.9184,20
1396,4,1,Urban,1982,193685.5175,40
1698,3,3,Urban,1951,253164.409,71
2042,4,3,Rural,1972,260611.245,50
1176,5,1,Suburb,1965,191111.8036,57
2635,5,1,Suburb,1997,236979.2652,25
1395,5,2,Rural,1953,142709.2132,69
1444,4,1,Rural,1974,90595.44336,48
2256,4,2,Suburb,2017,232944.4192,5
2938,5,1,Urban,2016,208320.6549,6
1075,5,2,Rural,1988,170587.7009,34
1264,3,3,Suburb,1971,185462.1006,51
1454,5,1,Urban,2009,119379.4066,13
2819,2,1,Urban,1985,304423.6713,37
1717,4,2,Urban,1998,240869.4072,24
1734,3,2,Urban,1982,212119.8415,40
2407,4,1,Urban,1968,201291.2716,54
2587,5,2,Suburb,2020,283949.7947,2
1850,2,1,Suburb,1955,237898.5328,67
2529,5,3,Urban,1977,218263.0783,45
2390,4,2,Suburb,2014,222996.2008,8
1143,3,1,Suburb,1963,148993.2512,59
1884,4,3,Suburb,1961,239641.318,61
2092,3,1,Rural,2008,226598.7975,14
2122,2,1,Urban,2020,229393.3072,2
1395,5,3,Urban,1957,145356.129,65
2048,5,2,Suburb,1959,218497.7985,63
1947,2,3,Suburb,2019,111367.2386,3
1890,4,1,Suburb,1997,205937.965,25
2492,2,3,Rural,2003,319363.7892,19
2507,5,1,Rural,1999,321563.4071,23
2588,3,3,Urban,1996,319101.4752,26
2174,5,2,Urban,1978,205614.3883,44
2167,4,3,Rural,1958,266521.9274,64
1568,3,3,Rural,2015,129901.8308,7
2062,4,2,Rural,2018,246504.0111,4
1108,5,1,Urban,2003,82999.51438,19
2716,5,3,Urban,1965,207232.5313,57
2065,3,1,Urban,1957,135032.7139,65
2209,4,3,Suburb,1971,296655.1868,51
1934,3,2,Urban,1964,259611.2173,58
1397,3,3,Suburb,1977,154224.8555,45
2246,4,1,Urban,1978,184167.6828,44
1633,3,1,Urban,1981,128511.6401,41
2156,2,2,Urban,1965,199376.2226,57
2186,3,1,Suburb,1982,305463.2842,40
2238,5,2,Rural,1985,230947.2624,37
1732,4,2,Suburb,1988,199698.2994,34
1234,5,1,Urban,1999,196146.7513,23
2866,2,1,Rural,2017,274487.713,5
1657,2,2,Suburb,1963,185033.5073,59
1750,3,1,Rural,1988,222984.3723,34
1587,5,2,Suburb,2020,208334.574,2
2032,3,3,Rural,1969,254289.7302,53
2097,3,1,Urban,1999,247007.8117,23
1953,5,1,Suburb,1988,189607.3232,34
1491,2,2,Suburb,1957,188387.2147,65
1912,2,3,Suburb,1979,217927.1091,43
2276,2,3,Rural,1969,211264.2477,53
2253,4,1,Urban,1977,193911.8587,45
2542,4,2,Urban,2019,260737.6152,3
2197,3,2,Urban,2003,277508.1068,19
2676,4,1,Suburb,1969,288139.644,53
2191,4,3,Suburb,1972,310818.2997,50
1169,5,2,Rural,1988,144823.8783,34
2416,3,2,Suburb,1983,216479.2312,39
1945,3,1,Urban,1971,208194.2387,51
1794,5,1,Suburb,2006,253265.0377,16
1633,2,3,Urban,1996,244006.2115,26
2217,5,3,Urban,1967,186245.8283,55
2540,2,2,Rural,1957,273339.0777,65
1028,3,1,Urban,2010,145806.9779,12
2188,3,1,Urban,1979,132414.1776,43
2445,4,1,Rural,1998,380654.635,24
1338,4,3,Urban,2021,82162.27558,1
2671,5,3,Rural,2012,213976.8596,10
2519,4,2,Suburb,1998,225675.3304,24
2388,3,1,Suburb,1992,253719.6213,30
2856,3,3,Suburb,1966,206099.4251,56
2365,2,1,Urban,2021,233693.1751,1
1499,4,3,Suburb,1992,41630.73904,30
2680,2,1,Suburb,2004,249052.4281,18
1510,3,2,Suburb,2011,184231.2031,11
2350,4,3,Rural,1971,308213.883,51
1216,2,3,Urban,1966,57095.7206,56
2324,3,2,Urban,2017,182389.1946,5
2155,2,2,Rural,1969,217331.8816,53
2827,4,1,Urban,1978,350242.8684,44
2093,2,3,Urban,1995,289191.5055,27
2275,2,1,Suburb,1963,243496.6582,59
2438,3,1,Suburb,1980,208749.0633,42
2810,4,1,Urban,1980,267005.919,42
1444,5,3,Rural,1952,105488.0908,70
1875,5,2,Rural,1971,269844.1607,51
2205,2,1,Suburb,2002,238840.5723,20
1166,3,3,Suburb,2003,206852.1296,19
1090,4,1,Urban,1976,92241.80582,46
1713,3,2,Rural,1981,133711.2318,41
2881,4,2,Rural,1980,363943.3169,42
2554,3,3,Suburb,1988,254325.5338,34
1038,5,3,Rural,2011,115580.6156,11
2149,5,2,Rural,2006,315570.8548,16
2474,5,3,Suburb,2016,290504.4188,6
1172,3,2,Rural,2011,192190.8709,11
1652,3,1,Suburb,1982,204042.4833,40
1753,2,2,Rural,2009,227730.1345,13
2243,5,1,Suburb,1979,315812.0094,43
2661,2,3,Urban,1962,235355.1438,60
2081,3,1,Rural,1969,266445.0245,53
2683,4,2,Rural,2021,373582.458,1
1475,5,3,Urban,1957,146532.8736,65
1455,5,3,Rural,1970,141658.6807,52
1828,5,2,Suburb,1962,311639.1474,60
1894,5,3,Rural,1979,200989.2947,43
2384,5,2,Urban,1998,284763.6398,24
2958,3,1,Suburb,2007,229455.1042,15
2024,5,1,Suburb,1995,253040.8346,27
1386,5,3,Rural,1951,153895.9379,71
2996,2,2,Urban,1968,340000.5337,54
1347,4,2,Rural,1976,154491.0061,46
1189,5,1,Rural,1956,194760.3606,66
1504,2,1,Rural,1999,206783.2537,23
2214,3,3,Urban,2002,253978.8048,20
2531,2,2,Suburb,1990,234623.9359,32
2392,5,3,Urban,1961,177596.2016,61
2432,2,3,Urban,1966,244735.0645,56
1823,2,3,Suburb,2021,236688.2718,1
1928,3,2,Rural,2005,205486.3072,17
1933,2,1,Rural,1970,214957.65,52
2140,3,2,Urban,1963,232001.81,59
1133,3,2,Urban,1971,31141.66118,51
1057,2,2,Suburb,1958,118092.0022,64
2579,5,3,Urban,1955,295625.1347,67
1684,4,3,Rural,1978,178076.6192,44
1671,2,2,Suburb,1993,195992.0248,29
1172,2,3,Rural,1965,48426.56953,57
2852,2,3,Rural,1993,237828.087,29
1814,4,1,Suburb,1978,224581.6795,44
2172,4,2,Suburb,1970,240740.1878,52
1079,3,2,Rural,2015,195945.2271,7
1885,4,3,Suburb,2021,249861.1461,1
2236,4,2,Suburb,1985,326922.005,37
1202,2,2,Urban,1952,206065.5832,70
1763,3,2,Urban,2006,212178.7212,16
2252,5,2,Rural,1998,316517.3002,24
2699,3,3,Rural,1990,240508.8367,32
2250,4,1,Suburb,1999,279073.864,23
2682,4,3,Suburb,1963,244530.016,59
2555,2,1,Urban,1972,354766.5625,50
2464,5,2,Suburb,2015,276540.4343,7
2425,5,2,Rural,1989,269753.636,33
1046,5,2,Urban,1970,92737.39911,52
2256,4,2,Rural,1992,90256.53135,30
2328,4,2,Rural,1995,256324.2314,27
2549,3,2,Rural,1997,215428.4397,25
2166,4,2,Rural,2018,349937.8305,4
2438,5,1,Rural,1979,270658.2007,43
2536,5,3,Urban,1989,341876.2465,33
2396,5,2,Rural,1991,333079.8091,31
2589,2,2,Rural,1973,352650.3372,49
2909,3,2,Rural,2008,384570.0093,14
2282,3,1,Rural,2014,295735.1483,8
1655,4,2,Suburb,2003,195194.7001,19
1470,2,3,Urban,2008,95133.30811,14
2976,3,1,Urban,2009,299964.9161,13
1970,2,1,Suburb,1987,197931.9728,35
2035,2,2,Rural,1951,234129.6807,71
2353,4,1,Urban,2014,352243.8437,8
1735,2,2,Rural,1957,195768.7658,65
1783,3,3,Suburb,1960,189727.3846,62
1967,4,3,Urban,1991,235663.8438,31
1357,3,1,Urban,2004,82170.73833,18
1971,2,1,Rural,1990,238246.3746,32
2431,2,2,Suburb,1952,209647.4475,70
1667,5,1,Urban,1960,204634.1488,62
1372,4,3,Rural,2009,121797.3579,13
2031,4,1,Rural,1959,232913.7787,63
2145,5,3,Rural,1961,260744.7749,61
2371,3,2,Rural,2017,295669.2145,5
1675,3,3,Suburb,1950,222874.7259,72
1089,2,1,Urban,1989,169571.7065,33
2671,4,3,Rural,1988,301400.8762,34
1697,2,3,Suburb,1965,146521.3089,57
2339,5,1,Urban,1974,239841.0992,48
2201,2,2,Urban,1977,250995.7481,45
1539,3,3,Rural,1992,230483.4878,30
1731,3,1,Urban,1956,219340.6906,66
1868,5,3,Rural,1978,271113.4179,44
1040,3,3,Suburb,2012,154006.6036,10
1739,5,3,Urban,1960,208431.5694,62
2727,4,2,Rural,1950,312734.6629,72
2946,5,3,Suburb,1977,342149.8424,45
1501,5,1,Rural,1995,198493.3216,27
1958,5,1,Urban,1952,256779.9117,70
2168,3,3,Suburb,1963,233297.0962,59
2224,4,2,Urban,1988,267938.9424,34
1928,2,1,Urban,1974,210799.6589,48
2747,4,2,Rural,1984,373797.1323,38
1460,3,2,Rural,1979,128689.3647,43
1731,4,1,Suburb,1989,149708.5314,33
1751,4,1,Rural,1960,167144.4374,62
1924,5,2,Suburb,2015,180984.9797,7
1908,5,3,Urban,1988,207714.8484,34
2581,3,2,Urban,1977,226302.5261,45
2570,5,1,Urban,2013,341995.9982,9
2276,3,2,Urban,1952,261788.2303,70
1389,2,1,Suburb,1955,169312.4952,67
2617,4,3,Suburb,1985,246554.2549,37
1882,2,3,Urban,1952,218620.4392,70
1255,2,3,Rural,1969,152644.9079,53
1708,4,3,Urban,2019,79441.72986,3
2838,5,3,Suburb,2006,251681.7532,16
2944,2,1,Rural,2001,270128.2948,21
1449,4,2,Urban,1958,207723.0893,64
1009,2,3,Urban,2017,100701.1998,5
1823,2,1,Suburb,2019,236683.2894,3
1797,4,2,Suburb,1999,234486.0124,23
2265,5,2,Suburb,1955,165566.9689,67
2274,3,3,Suburb,1992,286489.7196,30
1876,4,3,Rural,2005,177401.4627,17
2028,3,2,Rural,1966,249908.6285,56
2142,4,2,Suburb,1981,161743.4268,41
2015,4,1,Rural,1960,187143.6844,62
2824,3,3,Urban,1975,247402.51,47
1373,3,2,Rural,1967,155358.8252,55
2088,5,2,Urban,1979,279165.0372,43
1145,4,3,Suburb,2013,89762.97208,9
1223,4,1,Urban,1981,181760.1201,41
2262,4,1,Suburb,2006,244215.915,16
1176,5,3,Suburb,2011,245337.7602,11
2802,3,1,Suburb,1956,303158.5657,66
1852,4,1,Rural,1954,156793.6423,68
2305,3,1,Urban,2019,290483.5992,3
1062,5,2,Rural,1963,94671.10673,59
2240,2,2,Suburb,1995,194460.4233,27
2877,3,1,Rural,1961,282958.5553,61
1826,5,3,Suburb,1999,203993.7393,23
1794,2,3,Urban,1990,205849.0281,32
1688,4,3,Suburb,1957,149216.2595,65
2484,4,1,Suburb,1952,246342.1789,70
2952,3,3,Rural,2001,289062.4435,21
2633,2,2,Suburb,1960,296127.9757,62
1104,5,3,Urban,1997,97422.08369,25
2122,4,3,Urban,1961,163521.6964,61
1510,4,2,Suburb,2000,122252.2819,22
1384,2,2,Urban,1953,133770.9307,69
1404,5,1,Suburb,1966,184800.9521,56
1822,4,1,Suburb,1978,251020.9433,44
1517,4,1,Urban,1972,115263.6406,50
1475,3,1,Rural,2011,90949.32581,11
1708,5,1,Suburb,1961,189782.1234,61
2886,4,2,Rural,1997,280071.5049,25
2668,2,2,Rural,1982,258006.4645,40
2893,4,2,Suburb,1962,386754.0319,60
1770,5,3,Urban,1987,146603.6578,35
2460,3,3,Suburb,1999,259605.931,23
2046,4,3,Urban,1961,259302.2278,61
1996,2,1,Suburb,1975,172698.9227,47
2588,4,3,Rural,2014,339031.5397,8
1676,2,1,Suburb,1952,255611.7275,70
1713,5,1,Urban,1957,192246.8559,65
2481,3,1,Urban,1979,345003.4976,43
1082,5,1,Suburb,1992,142633.8501,30
2168,4,3,Urban,1963,195356.4527,59
2108,4,2,Suburb,1966,279338.9778,56
2101,3,1,Rural,2020,176065.2208,2
1456,2,3,Suburb,1989,102686.5125,33
2901,5,1,Suburb,2015,357084.8621,7
1000,2,1,Urban,1957,77593.87759,65
1050,4,2,Suburb,1955,218059.0327,67
1684,2,1,Rural,1967,97481.12166,55
1716,5,2,Rural,2015,251997.9172,7
2795,2,3,Suburb,1951,291568.3442,71
2469,4,1,Urban,2009,164581.1036,13
1448,5,2,Rural,1952,232049.1635,70
1880,2,1,Suburb,1956,153154.0548,66
1487,2,1,Suburb,1996,40231.17454,26
2823,5,1,Rural,1979,400579.3722,43
1033,4,2,Urban,1984,171695.7859,38
2371,5,3,Suburb,2008,255858.326,14
1094,4,2,Rural,2011,198666.6614,11
2095,2,3,Suburb,1996,232521.0726,26
2574,5,2,Rural,1966,296498.539,56
1153,4,2,Suburb,2002,220953.7614,20
1249,5,3,Urban,1982,177511.568,40
1673,2,3,Urban,2012,243821.2869,10
1437,5,3,Rural,1991,152095.5908,31
1117,2,2,Suburb,1997,62277.05246,25
1770,2,3,Urban,2011,182285.0474,11
2914,2,1,Rural,1956,339183.5221,66
2329,4,1,Urban,2004,335253.9925,18
1267,4,1,Urban,1987,157519.0966,35
2984,3,1,Suburb,2018,424502.0676,4
2077,4,3,Suburb,1988,202779.7546,34
1235,3,3,Urban,1978,106521.1347,44
1388,5,1,Urban,1978,178038.7173,44
1989,2,3,Urban,2004,233632.7683,18
2757,4,1,Urban,2009,286469.3746,13
1762,2,2,Rural,2015,173138.793,7
2848,3,3,Rural,1953,273489.4263,69
1400,4,2,Urban,1969,205885.8809,53
1623,4,3,Suburb,2000,200613.407,22
1766,4,3,Suburb,2019,227038.9841,3
2326,4,3,Rural,2004,141390.5479,18
1918,2,2,Urban,1995,267982.4736,27
2230,4,2,Suburb,1996,207817.7,26
2252,3,1,Urban,2019,309843.4982,3
1852,4,2,Rural,1963,151088.1312,59
2933,3,2,Rural,1954,251312.0636,68
1577,3,1,Suburb,1981,153390.6597,41
1074,2,2,Urban,1991,145292.9662,31
1434,4,2,Rural,1989,227151.0926,33
1102,3,1,Suburb,1969,119347.7218,53
2445,4,2,Urban,1994,240111.0138,28
2727,2,1,Urban,1961,349505.4323,61
1763,2,3,Rural,1990,182273.603,32
1737,4,3,Suburb,1959,192126.8828,63
1805,3,2,Urban,1951,249793.7963,71
2329,5,3,Suburb,2005,297511.5523,17
1097,5,2,Urban,1965,177698.1915,57
2873,2,1,Urban,1994,351221.3195,28
1797,3,1,Urban,1996,145554.8089,26
2358,5,1,Suburb,1990,276729.5247,32
1858,3,3,Rural,1993,169985.3277,29
1434,4,1,Urban,2020,131335.8406,2
1446,2,1,Rural,2007,204761.004,15
2331,4,2,Urban,2004,316339.4136,18
1248,4,2,Rural,1974,273099.8533,48
1165,4,2,Suburb,1961,146864.0337,61
2504,3,2,Urban,1967,206789.4452,55
1983,5,1,Urban,2014,269940.1613,8
2358,4,2,Rural,2003,223537.9922,19
2019,2,3,Rural,2013,196595.6766,9
1541,3,3,Rural,2012,224318.8108,10
1758,5,3,Suburb,1964,203716.1351,58
2129,4,2,Urban,2018,266474.7697,4
2586,2,1,Suburb,1955,277634.1844,67
1080,4,2,Suburb,1978,170586.8613,44
1132,5,3,Rural,1975,134815.3595,47
1796,5,2,Rural,1950,151337.7333,72
1899,4,3,Urban,1978,276208.0402,44
1137,4,1,Urban,1964,108678.2042,58
1183,3,1,Urban,1995,162682.1164,27
2424,5,1,Rural,2013,291911.7852,9
2353,5,1,Rural,1986,259199.8998,36
1784,4,1,Suburb,2004,207482.8857,18
2531,2,2,Urban,2005,274383.1438,17
2875,4,1,Suburb,1966,192842.6457,56
1983,4,2,Urban,2021,233248.5383,1
1068,5,3,Urban,2006,161092.3915,16
1545,3,3,Urban,1971,235129.0153,51
2797,4,1,Suburb,1956,233716.4286,66
1052,2,2,Suburb,1952,146607.1892,70
2473,2,1,Suburb,2003,198600.8868,19
1204,4,3,Rural,2005,216805.1691,17
1125,2,2,Rural,2013,105204.6554,9
2770,2,3,Suburb,1958,332358.6533,64
1042,4,2,Rural,1999,201918.8625,23
2775,2,3,Rural,2020,290506.1967,2
2994,2,1,Suburb,2006,280134.6154,16
2906,4,1,Urban,1957,303339.8006,65
1110,5,1,Rural,2002,200784.7141,20
1760,3,3,Suburb,1984,242093.5662,38
2686,3,3,Urban,1998,333760.3977,24
2206,5,3,Rural,1973,338611.3582,49
1847,4,1,Suburb,1956,204116.3786,66
1094,5,3,Urban,1989,150610.5298,33
2994,3,3,Rural,2000,351976.5748,22
2397,3,1,Suburb,1985,188577.0633,37
2935,3,3,Suburb,1983,373813.1557,39
2543,3,2,Rural,2002,240045.8146,20
1899,4,3,Suburb,2016,232981.9149,6
1359,3,1,Urban,1982,192126.7211,40
1899,3,2,Suburb,2015,183344.2437,7
2719,4,1,Rural,2003,250253.1185,19
1280,5,1,Urban,2014,156414.8938,8
2218,4,1,Suburb,2018,276382.0311,4
2887,3,2,Suburb,1989,343806.6146,33
2218,2,2,Urban,2013,249691.3945,9
1666,4,1,Urban,1959,139810.7598,63
1092,4,3,Rural,1963,82690.011,59
1671,5,2,Suburb,2000,238757.9039,22
2969,3,1,Urban,1950,321467.9752,72
1060,2,3,Suburb,1974,169940.9504,48
1633,4,1,Suburb,1971,175580.2569,51
2074,4,2,Suburb,1985,230989.2472,37
2426,4,2,Rural,1976,279755.3596,46
2812,2,3,Suburb,1970,362904.4722,52
2028,4,2,Rural,1980,268956.672,42
2489,4,1,Suburb,1955,231954.8072,67
1603,2,1,Rural,2001,179761.436,21
1681,4,3,Rural,1957,233796.1321,65
2852,2,3,Suburb,2011,362553.0598,11
1533,5,3,Rural,1959,323573.6463,63
2428,2,3,Rural,2020,217368.5185,2
1837,5,1,Rural,1989,246895.8973,33
2536,2,1,Suburb,1984,313418.6881,38
1644,3,1,Urban,1975,212913.1865,47
1232,4,1,Urban,2021,156627.3542,1
1523,5,3,Suburb,2013,175489.8932,9
1345,4,2,Rural,1953,164341.1022,69
2069,4,1,Suburb,2020,246798.2604,2
1545,2,2,Urban,1953,189422.266,69
2968,3,3,Urban,1965,379492.5664,57
2101,2,3,Rural,1962,236619.5378,60
2753,4,2,Suburb,1999,326789.9498,23
2836,2,3,Urban,2016,368704.6269,6
2946,5,2,Suburb,1981,355324.4786,41
2096,3,1,Urban,1952,286598.8008,70
1793,4,3,Urban,1987,208823.7014,35
1248,2,3,Urban,2016,144806.3152,6
1046,5,2,Suburb,1988,24201.6307,34
2144,3,2,Suburb,2006,255121.8291,16
1213,2,2,Rural,2004,83400.59453,18
1238,2,2,Suburb,1976,107985.1033,46
2079,4,2,Suburb,1965,300957.7899,57
1349,5,3,Urban,1953,229106.9832,69
1106,3,2,Rural,1999,145544.5536,23
1830,2,1,Rural,1995,219525.3673,27
1047,3,2,Suburb,1991,169713.5251,31
2596,5,3,Suburb,1998,340109.2967,24
1336,4,1,Suburb,1993,132485.8522,29
2049,4,3,Suburb,1981,261852.5393,41
1803,4,2,Suburb,2021,167341.431,1
2280,3,3,Rural,1995,279972.3849,27
1007,3,3,Rural,2020,104862.8038,2
1624,2,2,Rural,1986,181002.398,36
2890,5,3,Urban,1951,291217.4185,71
2276,5,3,Urban,2016,280634.179,6
2715,5,3,Suburb,2018,280526.4042,4
1718,3,1,Urban,2012,322761.7216,10
1302,4,3,Rural,1960,117527.3133,62
1638,5,2,Suburb,1967,272001.0563,55
1055,2,2,Urban,1998,128967.4181,24
1725,3,3,Rural,1963,206785.9408,59
1525,4,2,Suburb,1971,220914.5333,51
1473,5,1,Suburb,1971,134308.114,51
1027,4,2,Rural,1974,190994.4172,48
1077,2,2,Rural,1965,132371.3343,57
2239,5,3,Urban,1988,155708.8798,34
2409,5,1,Rural,1979,286223.4396,43
1364,4,1,Rural,1970,163351.0783,52
1665,3,2,Rural,2021,175376.2716,1
1525,4,2,Suburb,1992,179134.0511,30
1698,2,3,Rural,2010,276522.3217,12
2335,4,3,Rural,1968,305260.835,54
1882,4,1,Suburb,1969,149464.8742,53
2030,5,3,Suburb,1996,163185.2062,26
2026,3,1,Suburb,1973,202966.6409,49
2646,3,1,Suburb,2013,359020.0994,9
1918,3,2,Suburb,1969,270285.2388,53
1749,3,1,Rural,2014,153530.473,8
1362,4,1,Rural,2020,120080.0511,2
2774,5,1,Urban,1974,319107.7939,48
2531,5,1,Rural,2006,278897.6645,16
2297,3,2,Suburb,1982,173934.8324,40
2529,4,3,Rural,2010,274377.3599,12
